Places_name	Places_type	Places_city	Places_reference	Budget	timing
HIRA GUEST HOUSE	Hotel	Karachi	https://maps.app.goo.gl/gSeKntfaKBqiR6c99	Moderate	All-day
Asaish Inn II Guest House	Hotel	Karachi	https://maps.app.goo.gl/HDYyZcsYnPSc61uz8	Moderate	All-day
Sunshine Guest House	Hotel	Karachi	https://maps.app.goo.gl/mBEeNqK84GDnbmb19	Moderate	All-day
Hotel new Royal Residency	Hotel	Karachi	https://maps.app.goo.gl/hdSedXsQNthDHx2z8	Moderate	All-day
SK TRAVELLERS' INN GUEST HOUSE	Hotel	Karachi	https://maps.app.goo.gl/geVUFdaxBPojJK3a9	Low	All-day
The Expo Inn Guest House	Hotel	Karachi	https://maps.app.goo.gl/zao7dqCbUNhhopRF6	High	All-day
Rose Palace Guest House	Hotel	Karachi	https://maps.app.goo.gl/xngfa6MkjQxWhHvy6	Low	All-day
Couple Guest House	Hotel	Karachi	https://maps.app.goo.gl/djrhkPKweKnZhVHF7	Moderate	All-day
E Town Room Guest House	Hotel	Karachi	https://maps.app.goo.gl/EtrxVNNQxcMQ4HKb6	Moderate	All-day
Capry Guest House	Hotel	Karachi	https://maps.app.goo.gl/p6fnXCnACAyrWNSi8	Moderate	All-day
A One Guest House	Hotel	Karachi	https://maps.app.goo.gl/nqorqHxvaYpar72J9	Moderate	All-day
ZamZam Guest House Dha Karachi	Hotel	Karachi	https://maps.app.goo.gl/mptKkjQrVXBCM1pd7	Moderate	All-day
White Rose Guest House Karachi	Hotel	Karachi	https://maps.app.goo.gl/5eaFSncFZ9DQ4qWr9	Low	All-day
Shayan Inn Guest House	Hotel	Karachi	https://maps.app.goo.gl/5yWSes3R5XEtXDCi7	Low	All-day
Royal Blue Guest House	Hotel	Karachi	https://maps.app.goo.gl/MajU6VUWqRmYorvN6	Low	All-day
Asaish Inn III Guest House	Hotel	Karachi	https://maps.app.goo.gl/bWwruX785YgHrCmm8	Moderate	All-day
Karachi Airport Guest House	Hotel	Karachi	https://maps.app.goo.gl/WZ3Jhbf9b16NdjUs8	Moderate	All-day
Patel Residency Guest House 1	Hotel	Karachi	https://maps.app.goo.gl/tQF4k2L8fXwtnbp16	Low	All-day
Short Times Couple Guest House	Hotel	Karachi	https://maps.app.goo.gl/dXJWGPoqsp4jN5pq7	Low	All-day
Golden Guest House Karachi	Hotel	Karachi	https://maps.app.goo.gl/8xKa8TGRgU2Rcqg38	Moderate	All-day
Karachi Guest House	Hotel	Karachi	https://maps.app.goo.gl/oU9TMeqSCzvfrwec8	Low	All-day
Seaview Guest House	Hotel	Karachi	https://maps.app.goo.gl/GdGNLETMVqQcinss9	Moderate	All-day
Couple family Lodge Guest House Karachi	Hotel	Karachi	https://maps.app.goo.gl/sZZHMpV8W86YXWa4A	Low	All-day
Welcome Guest House	Hotel	Karachi	https://maps.app.goo.gl/FyQwbYCWcTK53Ycu9	Low	All-day
Grace inn Guest House	Hotel	Karachi	https://maps.app.goo.gl/Kaan6ZYe54V2cRc17	Moderate	All-day
Pearl Cottage Guest House	Hotel	Karachi	https://maps.app.goo.gl/bdhujvk5woDPxTGVA	Low	All-day
Jinnah Inn Guest House	Hotel	Karachi	https://maps.app.goo.gl/KPz9ti8Rj9opodCm6	Low	All-day
Kingston motel Guest House	Hotel	Karachi	https://maps.app.goo.gl/D5D7tkXvVXLWcEPy7	Low	All-day
Nursery Inn	Hotel	Karachi	https://maps.app.goo.gl/cEzg9DPockZAgErG8	Low	All-day
Gulshan Family Couples Guest House	Hotel	Karachi	https://maps.app.goo.gl/cpyeTMj4HmgMBuf98	Low	All-day
Hill View Guest House	Hotel	Karachi	https://maps.app.goo.gl/AW6c1MCk86fXFax39	Low	All-day
Hotel Blue Sky	Hotel	Karachi	https://maps.app.goo.gl/5o1JPaDqWSJJ74j36	Moderate	All-day
Family Seaview Guest House	Hotel	Karachi	https://maps.app.goo.gl/GVtRgChSsBXBie1g8	Moderate	All-day
Royal Inn Hotel	Hotel	Karachi	https://maps.app.goo.gl/JRd3wjhVxSBryr4y8	Moderate	All-day
LOKAL Rooms x Shahrah-e-Faisal (Nursery)	Hotel	Karachi	https://maps.app.goo.gl/WKDiMg1Za76tkCtz5	High	All-day
Couple Friendly Guest House	Hotel	Karachi	https://maps.app.goo.gl/HYcBxe8yqbrdhR946	Low	All-day
Airport Guest House - JIA	Hotel	Karachi	https://maps.app.goo.gl/nMyMRZf3x1uB9o859	Low	All-day
Hotel Blue Sky Karachi	Hotel	Karachi	https://maps.app.goo.gl/1iNsTXtz7trHzLU18	High	All-day
Beach Luxury Hotel	Hotel	Karachi	https://maps.app.goo.gl/g5qBpRGgJHfm9ajc9	High	All-day
Hotel Crown Inn Karachi	Hotel	Karachi	https://maps.app.goo.gl/ZYAASAhtxHnaa3Fj6	Moderate	All-day
Hotel new Royal Residency	Hotel	Karachi	https://maps.app.goo.gl/gKgYQbvS8pXQeBgcA	Moderate	All-day
Pearl-Continental Hotel Karachi	Hotel	Karachi	https://maps.app.goo.gl/Dps1VKCjdReYjS1A7	High	All-day
Diamond Apart's Dha Defence Karachi	Hotel	Karachi	https://maps.app.goo.gl/irbGgr6pXxFKaDYJ6	Low	All-day
Hotel Zeeshan	Hotel	Karachi	https://maps.app.goo.gl/8kWoe6tsumbg6DU56	High	All-day
Ocean Pearl Hotel	Hotel	Karachi	https://maps.app.goo.gl/YTYYk9ZJRVMx3ZWj6	High	All-day
Destination Beach Resort by Dreamworld	Hotel	Karachi	https://maps.app.goo.gl/qBi1Ug67yE6M6JXaA	High	All-day
Al Amarat Hotel	Hotel	Karachi	https://maps.app.goo.gl/X6wS9nVJfGH3SXtn7	Moderate	All-day
Karachi Marriott Hotel	Hotel	Karachi	https://maps.app.goo.gl/hLvPS3Y18LUfADJX6	High	All-day
Dreamworld Resort, Hotel & Golf Course	Hotel	Karachi	https://maps.app.goo.gl/CPQZDveb6nTU1MCH8	High	All-day
Shaheed Benazir Bhutto Park	Park/Recreational	Jacobabad	https://maps.app.goo.gl/3WANtZSqhap4Swcz5	Low	All-day 
Victoria Tower	Historical/Building	Jacobabad	https://maps.app.goo.gl/bnF5RcvGB9xDcmby6	Low	All-day
Shaheed Murtaza Bhutto Park	Park/Recreational	Jacobabad	https://maps.app.goo.gl/F7sdSQLyhQWtnSnZ9	Low	All-day 
Ayaz Soomro Park	Park/Recreational	Jacobabad	https://maps.app.goo.gl/ptvtwJfxQePU6PuE7	Low	All-day 
Baaz Cuisine	Restaurant	Jacobabad	https://maps.app.goo.gl/5XxUo8s5qyfoJ6KRA	Moderate	MainMeals
Cafe zamzam	Restaurant	Jacobabad	https://maps.google.com/?cid=17616887232629069400&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	FullDay
Mughal Hotel	Restaurant	Jacobabad	https://maps.google.com/?cid=9992252284565853502&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	FullDay
Zaika Resturant jucies & Snacks	Restaurant	Jacobabad	https://maps.google.com/?cid=4761863068585359984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	MainMeals
Eat A Bite	Restaurant	Jacobabad	https://maps.google.com/?cid=9856509803466017609&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	MainMeals
DE Flora Ice Cream Falooda & Juice Parlour	Restaurant	Jacobabad	https://maps.google.com/?cid=11546444819421589233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	Dinner
Shahbaz Restaurant	Restaurant	Jacobabad	https://maps.google.com/?cid=7492501540838005887&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	MainMeals
Papa Gino's	Restaurant	Jacobabad	https://maps.google.com/?cid=3340540913755898938&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	MainMeals
Super Green Cafe	Restaurant	Jacobabad	https://maps.google.com/?cid=13164450365101763505&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	FullDay
Frites	Restaurant	Jacobabad	https://maps.google.com/?cid=4903439997530632001&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	MainMeals
Greenland Hotel	Restaurant	Jacobabad	https://maps.google.com/?cid=13115597533223688863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	FullDay
Al - Baik	Restaurant	Jacobabad	https://maps.google.com/?cid=11073560029997710668&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	MainMeals
Agha pizza max	Restaurant	Jacobabad	https://maps.google.com/?cid=13017944231639906125&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	MainMeals
Karachi Student Biryani	Restaurant	Jacobabad	https://maps.google.com/?cid=10800253554223941618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	MainMeals
Dera Bar BQ Night	Restaurant	Jacobabad	https://maps.google.com/?cid=13509789265992233020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Dinner
Molana Biryani Jacob Abad	Restaurant	Jacobabad	https://maps.google.com/?cid=1978714311953416309&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	MainMeals
Al Kamal Hotal	Restaurant	Jacobabad	https://maps.google.com/?cid=8383872407312976704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	FullDay
"Classic Chat Point ""Pure Veg"" (Finger Chips, Samosa, Chat, Veg Roll And Pakora)"	Restaurant	Jacobabad	https://maps.google.com/?cid=10476067257455687508&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	Dinner
The flame BBQ & Pizza Max	Restaurant	Jacobabad	https://maps.google.com/?cid=8694920345587413806&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
Hotel Al-Harmain and Family Restaurant	Hotel / Restaurant	Jacobabad	https://maps.app.goo.gl/XX9ZBqkAi9cNjUWV6	Low	FullDay
Royal Guest House	Hotel	Jacobabad	https://maps.app.goo.gl/6ENLYknnhFUq9e3F7	Moderate	All-day
Dadu Gate	Historical/Gate	Dadu	https://maps.app.goo.gl/r2WcQJz8qQ4BNsvd9	Low	All-day
Mohammad Shah Graveyard	Historical/Graveyard	Dadu	https://maps.app.goo.gl/ciQyU7EL7w7Rfyw88	Low	All-day
BENAZIR INN HOTEL & RESTAURANT	Hotel / Restaurant	Dadu	https://maps.app.goo.gl/6yaUbvSSPbJFJf7K6	Moderate	All-day
Bhittai Hotel	Hotel	Dadu	https://maps.app.goo.gl/LjYdc9DC9iRndAJV7	High	All-day
Al-Makkah Hotel & Restaurant	Hotel / Restaurant	Dadu	https://maps.app.goo.gl/knAaX3Fg9ugTK9Uf9	Low	All-day
JJ Restaurant Dadu	Restaurant	Dadu	https://maps.google.com/?cid=1812809312089162477&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	FullDay
Shams Hotel	Restaurant	Dadu	https://maps.google.com/?cid=4881320233147314962&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	High	FullDay
Sita Village Restaurant	Restaurant	Dadu	https://maps.google.com/?cid=14333499315481023743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
Farhan Hotel	Restaurant	Dadu	https://maps.google.com/?cid=6075553237635263185&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	FullDay
Shaheed Makhdoom Bilawal Hotel	Restaurant	Dadu	https://maps.google.com/?cid=4831289059177368421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	FullDay
Qalandari Restaurant & BBQ	Restaurant	Dadu	https://maps.google.com/?cid=13753693496504498490&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
Bhitai Restaurant	Restaurant	Dadu	https://maps.google.com/?cid=5602311280487810750&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	High	FullDay
CAFE FUFF & STUFF	Restaurant	Dadu	https://maps.google.com/?cid=15184796737358396225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Brunch
Fida poori	Restaurant	Dadu	https://maps.google.com/?cid=7886699305051716562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	Breakfast
Sada Bahar Hotel	Restaurant	Dadu	https://maps.google.com/?cid=15264222440641508966&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
TASTY BITES	Restaurant	Dadu	https://maps.google.com/?cid=4007009214536130794&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	FullDay
Italian Pizza	Restaurant	Dadu	https://maps.google.com/?cid=16441359543688734676&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
Karachi Student Briyani	Restaurant	Dadu	https://maps.google.com/?cid=4024285432008532384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
Murad Fish Point & Restaurant	Restaurant	Dadu	https://maps.google.com/?cid=11510776248842063560&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
BOBBY PIZZA POINT	Restaurant	Dadu	https://maps.google.com/?cid=16897972690801999704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
FOOD PANDA PIZZA AND FAST FOOD	Restaurant	Dadu	https://maps.google.com/?cid=6616401421077252658&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
The Royal Pizza	Restaurant	Dadu	https://maps.google.com/?cid=18015040314791684799&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	FullDay
ALI BABA FAST FOOD	Restaurant	Dadu	https://maps.google.com/?cid=3713304193443771251&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
Miskeen Hotel	Restaurant	Dadu	https://maps.google.com/?cid=5477425090429045953&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	FullDay
Haji Charan Hotel	Restaurant	Dadu	https://maps.google.com/?cid=1084437930300615302&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	FullDay
Mr Afzal fast Food	Restaurant	Dadu	https://maps.google.com/?cid=13122758798824621161&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
Budha Ashram	Budha Ashram	Shikarpur	https://maps.app.goo.gl/m3rifawdDMrXxp6S6	Low	All-day
Shaheed Benazir Bhutto Park	Park	Shikarpur	https://maps.app.goo.gl/Dckw2RqK3sVEi9sJ9	Low	AllDay
Shahi Bagh	Park	Shikarpur	https://maps.app.goo.gl/L1Y3cnhwpVoUjXRf9	Low	Morning
City Museum	Museum	Shikarpur	https://maps.app.goo.gl/E12uFvTwrNoy8VWP6	Low	Morning
Benazeer Park	Park	Badin	https://maps.app.goo.gl/6J55q8mfvPN7LFLo7	Moderate	Afternoon
Kundan Restaurant	Restaurant	Shikarpur	https://maps.google.com/?cid=12519430201520257550&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	FullDay
Zaiqa Fastfood & Restaurant	Restaurant	Shikarpur	https://maps.google.com/?cid=3994533548395037351&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
Ajwa Family Restaurant Shikarpur	Restaurant	Shikarpur	https://maps.google.com/?cid=17341643395062307895&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	FullDay
Khosa Restaurant	Restaurant	Shikarpur	https://maps.google.com/?cid=8816931188329887631&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
Z.S Haleem & Biryani	Restaurant	Shikarpur	https://maps.google.com/?cid=18180324807597657439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	Lunch
The Cumin Restaurant	Restaurant	Shikarpur	https://maps.google.com/?cid=13273330614786865831&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
PizzaFame	Restaurant	Shikarpur	https://maps.google.com/?cid=10609712616390528891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Dinner
Sindh Restaurant	Restaurant	Shikarpur	https://maps.google.com/?cid=12074748381531379628&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	FullDay
Al Manzoor (Lakra) Hotel Shikarpur	Restaurant	Shikarpur	https://maps.google.com/?cid=9441763077848204850&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	FullDay
Chohan's Fastfood	Restaurant	Shikarpur	https://maps.google.com/?cid=16472687384808666040&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Dinner
Cafe 96	Restaurant	Shikarpur	https://maps.google.com/?cid=5676665054591173858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Brunch
AR Fast Food	Restaurant	Shikarpur	https://maps.google.com/?cid=17687626669656103895&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Dinner
Food Heaven	Restaurant	Shikarpur	https://maps.google.com/?cid=9705458332648590597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
7 Sky Pizza	Restaurant	Shikarpur	https://maps.google.com/?cid=13944993291016430148&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Dinner
Sawat Shinwari Hotel BADIN	Restaurant	Badin	https://maps.google.com/?cid=15363081574822961561&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
P2P Pizza2Potato	Restaurant	Badin	https://maps.google.com/?cid=9581138737272382298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Dinner
Cafe Ahmed Nando sheher	Restaurant	Badin	https://maps.google.com/?cid=8237364668314653509&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Brunch
Shah Ji Shinwari	Restaurant	Badin	https://maps.google.com/?cid=6573370016145876393&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
Pizza 4u	Restaurant	Badin	https://maps.google.com/?cid=9011457731949366731&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Dinner
Cafe Al Shahbaz	Restaurant	Badin	https://maps.google.com/?cid=5845645284448763276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Meals
Gymkhana Restaurant	Restaurant	Badin	https://maps.google.com/?cid=819268339849870705&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	High	MainMeals
Bismillah Restaurant	Restaurant	Badin	https://maps.google.com/?cid=18144984678307792995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	FullDay
New Queta Indus Hotel	Restaurant	Badin	https://maps.google.com/?cid=16248982247778016900&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	FullDay
Quetta CAFE	Restaurant	Badin	https://maps.google.com/?cid=13016396631895905931&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	FullDay
BTS PIZZA & BROAST	Restaurant	Badin	https://maps.google.com/?cid=18224435173214151692&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Dinner
Kundan Lodges	Hotel	Shikarpur	https://maps.app.goo.gl/bPvAgBC8AVzee8KdA	High	All-day
Holiday Inn Guest House	Hotel	Shikarpur	https://maps.app.goo.gl/gfKuxQpem6U1B7hV6	Low	All-day
Creek Way Hotel Badin	Hotel	Badin	https://maps.app.goo.gl/2Z3axP8iSdNAXKPeA	Moderate	All-day
UNITED HOTEL BADIN	Hotel	Badin	https://maps.app.goo.gl/toXvXXFgJinCzjfi8	Moderate	All-day
Askari Public Park	Park	Hyderabad	https://maps.app.goo.gl/9n1HzzgeurZSEN1T6	Low	All-day
Rani Bagh Zoo	Zoo	Hyderabad	https://maps.app.goo.gl/sNN1yKmyZUjQjjRj6	Low	Afternoon
Rani Bagh Fun Land	Fun Land	Hyderabad	https://maps.app.goo.gl/PPthpz55fZ8qgjV48	Moderate	Night
Sindh Museum	Museum	Hyderabad	https://maps.app.goo.gl/VchxRD51fieqj1A96	Low	Morning
SRI GURU NANAK DEV JI TRUST DARBAR SAHIB	Temple	Hyderabad	https://maps.app.goo.gl/af4Yajw9N1YFVxcu5	Low	Afternoon
Boulevard Mall	Mall/Shopping	Hyderabad	https://maps.app.goo.gl/5dPRDMy5bDRsbsLGA	Moderate	Evening
Naval Rai Hiranand Clock Tower	Historical	Hyderabad	https://maps.app.goo.gl/udTNwHrT5mFPibqz9	Low	All-day
Mukhi House Museum	Museum	Hyderabad	https://maps.app.goo.gl/NDJyomXofLt3h1W97	Low	Morning
Hyderabad City park	Park	Hyderabad	https://maps.app.goo.gl/R77q55oKnqarS3Dh9	Low	Morning
Water World Water Park Karachi	Water Park	Hyderabad	https://maps.app.goo.gl/DEJbhXag15AXNhkPA	High	Morning
Al manzar Jamshoro	Picnic spot	Jamshoro	https://maps.app.goo.gl/HVWckhNKj5pePwgj7	Moderate	All-day
Sindhology Museum	Museum	Jamshoro	https://maps.app.goo.gl/JBuUbcUP5eQskRHeA	Low	Morning
Kotri Barrage Boating Spot	Boating Spot	Jamshoro	https://maps.app.goo.gl/V1KBNqFTdokZMpke6	Moderate	Morning
Ranikot Fort	Historical/Fort	Jamshoro	https://maps.app.goo.gl/eY3aoxHm6jKvk5Dd7	Low	Morning
Darbar Hazrat Usman Marvandi Lal Shahbaz Qalandar	Religious/Shrine	Jamshoro	https://maps.app.goo.gl/VL1wa5DEWA8NyQg48	Low	All-day
Hyderabad Tonight restaurant	Restaurant	Hyderabad	https://maps.google.com/?cid=12072452570895292234&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Dinner
Lamoosh Cafe & Restaurant	Restaurant	Hyderabad	https://maps.google.com/?cid=13292198892189289086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	High	MainMeals
Kanaash Restaurant	Restaurant	Hyderabad	https://maps.google.com/?cid=9817589065012181578&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Dinner
Desihut Restaurant	Restaurant	Hyderabad	https://maps.google.com/?cid=12941725841299246563&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
Royal Taj Restaurant	Restaurant	Hyderabad	https://maps.google.com/?cid=16124629533890874816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	High	MainMeals
Ridan House of Mandi	Restaurant	Hyderabad	https://maps.google.com/?cid=2323708316858603442&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	High	MainMeals
Al-Sharif Biryani	Restaurant	Hyderabad	https://maps.google.com/?cid=659111914057562893&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	MainMeals
CAFE-HYDERABAD	Restaurant	Hyderabad	https://maps.google.com/?cid=10797356698558187337&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	Dinner
Hyderabad Darbar	Restaurant	Hyderabad	https://maps.google.com/?cid=1539350113108603563&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Dinner
Shama Tikka	Restaurant	Hyderabad	https://maps.google.com/?cid=16959107906901532885&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Dinner
Al Fajr Foods Latifabad Unit 7	Restaurant	Hyderabad	https://maps.google.com/?cid=13698922912284114496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Low	MainMeals
Shalimar Restaurant	Restaurant	Hyderabad	https://maps.google.com/?cid=18321187170256619824&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	MainMeals
Salateen Hotel	Restaurant	Hyderabad	https://maps.google.com/?cid=16737062136097517222&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	Moderate	Dinner
